 Iteration #:           4
   Depth    K_x     K_t     K_y
  228.44    5.05    0.00    5.05
  237.97    5.09    0.00    5.09
  247.50    5.13    0.00    5.13
  257.04    5.17    0.00    5.17
  266.57    5.21    0.00    5.21
  276.10    5.25    0.00    5.25
  285.63    5.29    0.00    5.29
  290.39    5.31    0.00    5.31
   33.20    4.19    0.00    4.19
   34.96    4.22    0.00    4.22
   37.82    4.24    0.00    4.24
   40.68    4.24    0.00    4.24
   43.54    4.31    0.00    4.31
   46.40    4.37    0.00    4.37
   49.26    4.43    0.00    4.43
   52.12    4.48    0.00    4.48
   54.98    4.53    0.00    4.53
   57.84    4.57    0.00    4.57
   60.70    4.62    0.00    4.62
   63.55    4.66    0.00    4.66
   66.41    4.70    0.00    4.70
   71.18    4.74    0.00    4.74
   75.94    4.76    0.00    4.76
   80.71    4.78    0.00    4.78
   85.47    4.78    0.00    4.78
   90.24    4.77    0.00    4.77
   95.01    4.74    0.00    4.74
   99.77    4.70    0.00    4.70
  104.54    4.65    0.00    4.65
  109.30    4.60    0.00    4.60
  114.07    4.54    0.00    4.54
  160.42    4.71    0.00    4.71
  166.49    4.74    0.00    4.74
  171.25    4.76    0.00    4.76
  176.02    4.79    0.00    4.79
  180.79    4.81    0.00    4.81
  185.55    4.83    0.00    4.83
  190.32    4.86    0.00    4.86
  195.08    4.88    0.00    4.88
  199.85    4.90    0.00    4.90
  204.61    4.93    0.00    4.93
  209.38    4.95    0.00    4.95
  214.15    4.97    0.00    4.97
  218.91    5.00    0.00    5.00
  228.44    5.05    0.00    5.05
  237.97    5.09    0.00    5.09
  247.50    5.13    0.00    5.13
  257.03    5.17    0.00    5.17
  266.56    5.21    0.00    5.21
  275.71    5.25    0.00    5.25
   33.00    4.18    0.00    4.18
   35.01    4.22    0.00    4.22
   37.87    4.24    0.00    4.24
   40.72    4.24    0.00    4.24
   43.58    4.30    0.00    4.30
   46.44    4.36    0.00    4.36
   49.30    4.42    0.00    4.42
   52.16    4.48    0.00    4.48
   55.02    4.53    0.00    4.53
   57.88    4.57    0.00    4.57
   60.74    4.62    0.00    4.62
   63.59    4.66    0.00    4.66
   66.45    4.70    0.00    4.70
   71.22    4.74    0.00    4.74
   75.98    4.77    0.00    4.77
   80.75    4.78    0.00    4.78
   85.51    4.79    0.00    4.79
   90.28    4.77    0.00    4.77
   95.04    4.74    0.00    4.74
   99.81    4.71    0.00    4.71
  104.57    4.66    0.00    4.66
  109.34    4.61    0.00    4.61
  114.10    4.54    0.00    4.54
  160.58    4.71    0.00    4.71
  166.52    4.74    0.00    4.74
  171.28    4.76    0.00    4.76
  176.05    4.79    0.00    4.79
  180.81    4.81    0.00    4.81
  185.58    4.83    0.00    4.83
  190.34    4.86    0.00    4.86
  195.11    4.88    0.00    4.88
  199.87    4.90    0.00    4.90
  204.64    4.93    0.00    4.93
  209.40    4.95    0.00    4.95
  214.17    4.97    0.00    4.97
  218.93    5.00    0.00    5.00
  228.46    5.05    0.00    5.05
  237.99    5.09    0.00    5.09
  247.52    5.13    0.00    5.13
  257.05    5.17    0.00    5.17
  263.85    5.21    0.00    5.21
   32.80    4.17    0.00    4.17
   35.05    4.21    0.00    4.21
   37.91    4.24    0.00    4.24
   40.77    4.23    0.00    4.23
   43.63    4.29    0.00    4.29
   46.49    4.35    0.00    4.35
   49.34    4.41    0.00    4.41
   52.20    4.47    0.00    4.47
   55.06    4.52    0.00    4.52
   57.92    4.57    0.00    4.57
   60.78    4.61    0.00    4.61
   63.64    4.65    0.00    4.65
   66.50    4.69    0.00    4.69
   71.26    4.74    0.00    4.74
   76.03    4.77    0.00    4.77
   80.79    4.78    0.00    4.78
   85.55    4.79    0.00    4.79
   90.32    4.77    0.00    4.77
   95.08    4.75    0.00    4.75
   99.85    4.72    0.00    4.72
  104.61    4.67    0.00    4.67
  109.38    4.61    0.00    4.61
  114.14    4.55    0.00    4.55
  160.73    4.71    0.00    4.71
  166.55    4.74    0.00    4.74
  171.31    4.76    0.00    4.76
  176.08    4.79    0.00    4.79
  180.84    4.81    0.00    4.81
  185.60    4.83    0.00    4.83
  190.37    4.86    0.00    4.86
  195.13    4.88    0.00    4.88
  199.90    4.90    0.00    4.90
  204.66    4.93    0.00    4.93
  209.43    4.95    0.00    4.95
  214.19    4.97    0.00    4.97
  218.96    5.00    0.00    5.00
  228.48    5.05    0.00    5.05
  238.01    5.09    0.00    5.09
  247.54    5.13    0.00    5.13
  257.06    5.17    0.00    5.17
   32.59    4.16    0.00    4.16
   35.06    4.21    0.00    4.21
   37.92    4.23    0.00    4.23
   40.78    4.22    0.00    4.22
   43.63    4.29    0.00    4.29
   46.49    4.35    0.00    4.35
   49.35    4.41    0.00    4.41
   52.21    4.46    0.00    4.46
   55.07    4.52    0.00    4.52
   57.93    4.56    0.00    4.56
   60.78    4.60    0.00    4.60
   63.64    4.64    0.00    4.64
   66.50    4.69    0.00    4.69
   71.27    4.74    0.00    4.74
   76.03    4.77    0.00    4.77
   80.80    4.79    0.00    4.79
   85.56    4.79    0.00    4.79
   90.32    4.77    0.00    4.77
   95.09    4.75    0.00    4.75
   99.85    4.72    0.00    4.72
  104.62    4.67    0.00    4.67
  109.38    4.62    0.00    4.62
  114.14    4.57    0.00    4.57
  118.91    4.52    0.00    4.52
  160.88    4.71    0.00    4.71
  166.55    4.74    0.00    4.74
  171.32    4.76    0.00    4.76
  176.08    4.79    0.00    4.79
  180.84    4.81    0.00    4.81
  185.61    4.83    0.00    4.83
  190.37    4.86    0.00    4.86
  195.14    4.88    0.00    4.88
  199.90    4.90    0.00    4.90
  204.67    4.93    0.00    4.93
  209.43    4.95    0.00    4.95
  214.19    4.97    0.00    4.97
  218.96    5.00    0.00    5.00
  228.49    5.05    0.00    5.05
  238.02    5.09    0.00    5.09
   32.39    4.15    0.00    4.15
   35.07    4.20    0.00    4.20
   37.93    4.22    0.00    4.22
   40.78    4.22    0.00    4.22
   43.64    4.28    0.00    4.28
   46.50    4.34    0.00    4.34
   49.36    4.40    0.00    4.40
   52.22    4.46    0.00    4.46
   55.08    4.51    0.00    4.51
   57.94    4.56    0.00    4.56
   60.80    4.60    0.00    4.60
   63.65    4.64    0.00    4.64
   66.51    4.69    0.00    4.69
   71.28    4.73    0.00    4.73
   76.04    4.77    0.00    4.77
   80.80    4.79    0.00    4.79
   85.57    4.79    0.00    4.79
   90.33    4.78    0.00    4.78
   95.10    4.76    0.00    4.76
   99.86    4.73    0.00    4.73
  104.62    4.69    0.00    4.69
  109.39    4.64    0.00    4.64
  114.15    4.58    0.00    4.58
  118.92    4.53    0.00    4.53
  161.04    4.71    0.00    4.71
  166.56    4.74    0.00    4.74
  171.32    4.76    0.00    4.76
  176.09    4.79    0.00    4.79
  180.85    4.81    0.00    4.81
  185.62    4.83    0.00    4.83
  190.38    4.86    0.00    4.86
  195.14    4.88    0.00    4.88
  199.91    4.90    0.00    4.90
  204.67    4.93    0.00    4.93
  209.44    4.95    0.00    4.95
  214.20    4.97    0.00    4.97
  218.96    5.00    0.00    5.00
  228.29    5.05    0.00    5.05
   33.20    4.15    0.00    4.15
   35.11    4.20    0.00    4.20
   37.97    4.22    0.00    4.22
   40.82    4.21    0.00    4.21
   43.68    4.28    0.00    4.28
   46.54    4.33    0.00    4.33
   49.40    4.39    0.00    4.39
   52.26    4.45    0.00    4.45
   55.12    4.50    0.00    4.50
   57.97    4.55    0.00    4.55
   60.83    4.60    0.00    4.60
   63.69    4.64    0.00    4.64
   66.55    4.69    0.00    4.69
   71.31    4.73    0.00    4.73
   76.08    4.77    0.00    4.77
   80.84    4.79    0.00    4.79
   85.60    4.79    0.00    4.79
   90.37    4.78    0.00    4.78
   95.13    4.77    0.00    4.77
   99.89    4.74    0.00    4.74
  104.66    4.69    0.00    4.69
  109.42    4.64    0.00    4.64
  114.18    4.59    0.00    4.59
  118.95    4.54    0.00    4.54
  161.19    4.71    0.00    4.71
  166.58    4.74    0.00    4.74
  171.35    4.76    0.00    4.76
  176.11    4.79    0.00    4.79
  180.87    4.81    0.00    4.81
  185.64    4.83    0.00    4.83
  190.40    4.86    0.00    4.86
  195.16    4.88    0.00    4.88
  199.93    4.90    0.00    4.90
  204.69    4.93    0.00    4.93
  209.46    4.95    0.00    4.95
  214.22    4.97    0.00    4.97
  218.98    5.00    0.00    5.00
   31.99    4.13    0.00    4.13
   33.24    4.16    0.00    4.16
   35.15    4.20    0.00    4.20
   38.00    4.21    0.00    4.21
   40.86    4.20    0.00    4.20
   43.72    4.27    0.00    4.27
   46.58    4.33    0.00    4.33
   49.43    4.39    0.00    4.39
   52.29    4.45    0.00    4.45
   55.15    4.50    0.00    4.50
   58.01    4.55    0.00    4.55
   60.87    4.60    0.00    4.60
   63.72    4.64    0.00    4.64
   66.58    4.68    0.00    4.68
   71.34    4.73    0.00    4.73
   76.11    4.77    0.00    4.77
   80.87    4.79    0.00    4.79
   85.63    4.80    0.00    4.80
   90.40    4.79    0.00    4.79
   95.16    4.77    0.00    4.77
   99.92    4.74    0.00    4.74
  104.69    4.70    0.00    4.70
  109.45    4.65    0.00    4.65
  114.21    4.60    0.00    4.60
  118.98    4.55    0.00    4.55
  161.34    4.71    0.00    4.71
  166.61    4.74    0.00    4.74
  171.37    4.76    0.00    4.76
  176.13    4.79    0.00    4.79
  180.90    4.81    0.00    4.81
  185.66    4.83    0.00    4.83
  190.42    4.86    0.00    4.86
  195.19    4.88    0.00    4.88
  199.96    4.90    0.00    4.90
  204.71    4.93    0.00    4.93
  209.47    4.95    0.00    4.95
   31.78    4.13    0.00    4.13
   33.28    4.16    0.00    4.16
   35.18    4.19    0.00    4.19
   38.04    4.21    0.00    4.21
   40.90    4.20    0.00    4.20
   43.75    4.26    0.00    4.26
   46.61    4.32    0.00    4.32
   49.47    4.38    0.00    4.38
   52.33    4.44    0.00    4.44
   55.19    4.49    0.00    4.49
   58.04    4.55    0.00    4.55
   60.90    4.59    0.00    4.59
   63.76    4.63    0.00    4.63
   66.61    4.68    0.00    4.68
   71.38    4.73    0.00    4.73
   76.14    4.77    0.00    4.77
   80.90    4.79    0.00    4.79
   85.67    4.80    0.00    4.80
   90.43    4.79    0.00    4.79
   95.19    4.77    0.00    4.77
   99.95    4.75    0.00    4.75
  104.72    4.70    0.00    4.70
  109.48    4.65    0.00    4.65
  114.24    4.60    0.00    4.60
  119.00    4.55    0.00    4.55
  161.50    4.71    0.00    4.71
  166.63    4.74    0.00    4.74
  171.39    4.76    0.00    4.76
  176.16    4.79    0.00    4.79
  180.92    4.81    0.00    4.81
  185.68    4.83    0.00    4.83
  190.45    4.86    0.00    4.86
  195.20    4.88    0.00    4.88
   31.58    4.13    0.00    4.13
   33.31    4.15    0.00    4.15
   35.22    4.19    0.00    4.19
   38.07    4.20    0.00    4.20
   40.93    4.19    0.00    4.19
   43.79    4.26    0.00    4.26
   46.65    4.32    0.00    4.32
   49.50    4.38    0.00    4.38
   52.36    4.44    0.00    4.44
   55.22    4.49    0.00    4.49
   58.08    4.54    0.00    4.54
   60.93    4.59    0.00    4.59
   63.79    4.63    0.00    4.63
   66.65    4.68    0.00    4.68
   71.41    4.73    0.00    4.73
   76.17    4.77    0.00    4.77
   80.93    4.79    0.00    4.79
   85.69    4.80    0.00    4.80
   90.46    4.79    0.00    4.79
   95.22    4.77    0.00    4.77
   99.98    4.75    0.00    4.75
  104.74    4.70    0.00    4.70
  109.51    4.66    0.00    4.66
  114.27    4.60    0.00    4.60
  119.03    4.55    0.00    4.55
  161.65    4.71    0.00    4.71
  166.65    4.74    0.00    4.74
  171.41    4.76    0.00    4.76
  176.18    4.79    0.00    4.79
  180.94    4.81    0.00    4.81
  185.69    4.83    0.00    4.83
   31.38    4.12    0.00    4.12
   33.32    4.15    0.00    4.15
   35.23    4.18    0.00    4.18
   38.09    4.20    0.00    4.20
   40.94    4.19    0.00    4.19
   43.80    4.25    0.00    4.25
   46.66    4.32    0.00    4.32
   49.52    4.37    0.00    4.37
   52.37    4.43    0.00    4.43
   55.23    4.49    0.00    4.49
   58.09    4.54    0.00    4.54
   60.94    4.58    0.00    4.58
   63.80    4.63    0.00    4.63
   66.66    4.68    0.00    4.68
   71.42    4.73    0.00    4.73
   76.18    4.77    0.00    4.77
   80.94    4.79    0.00    4.79
   85.71    4.80    0.00    4.80
   90.47    4.79    0.00    4.79
   95.23    4.78    0.00    4.78
   99.99    4.75    0.00    4.75
  104.75    4.71    0.00    4.71
  109.52    4.66    0.00    4.66
  114.28    4.60    0.00    4.60
  119.04    4.55    0.00    4.55
  161.81    4.71    0.00    4.71
  166.66    4.74    0.00    4.74
  171.42    4.76    0.00    4.76
   31.25    4.12    0.00    4.12
   33.32    4.14    0.00    4.14
   35.22    4.18    0.00    4.18
   38.08    4.20    0.00    4.20
   40.94    4.19    0.00    4.19
   43.80    4.25    0.00    4.25
   46.65    4.31    0.00    4.31
   49.51    4.37    0.00    4.37
   52.37    4.43    0.00    4.43
   55.23    4.48    0.00    4.48
   58.08    4.53    0.00    4.53
   60.94    4.58    0.00    4.58
   63.80    4.63    0.00    4.63
   66.65    4.68    0.00    4.68
   71.42    4.73    0.00    4.73
   76.18    4.77    0.00    4.77
   80.94    4.79    0.00    4.79
   85.70    4.80    0.00    4.80
   90.47    4.80    0.00    4.80
   95.23    4.78    0.00    4.78
   99.99    4.75    0.00    4.75
  104.75    4.71    0.00    4.71
  109.51    4.66    0.00    4.66
  114.28    4.60    0.00    4.60
  119.04    4.55    0.00    4.55
  161.90    4.71    0.00    4.71
   31.23    4.12    0.00    4.12
   33.33    4.14    0.00    4.14
   35.23    4.18    0.00    4.18
   38.09    4.19    0.00    4.19
   40.95    4.19    0.00    4.19
   43.80    4.25    0.00    4.25
   46.66    4.31    0.00    4.31
   49.52    4.37    0.00    4.37
   52.38    4.43    0.00    4.43
   55.23    4.48    0.00    4.48
   58.09    4.53    0.00    4.53
   60.95    4.58    0.00    4.58
   63.80    4.63    0.00    4.63
   66.66    4.67    0.00    4.67
   71.42    4.73    0.00    4.73
   76.19    4.77    0.00    4.77
   80.95    4.79    0.00    4.79
   85.71    4.80    0.00    4.80
   90.47    4.80    0.00    4.80
   95.23    4.78    0.00    4.78
  100.00    4.76    0.00    4.76
  104.76    4.71    0.00    4.71
  109.52    4.66    0.00    4.66
  114.28    4.60    0.00    4.60
  119.04    4.55    0.00    4.55
   31.22    4.11    0.00    4.11
   33.34    4.14    0.00    4.14
   35.25    4.18    0.00    4.18
   38.10    4.20    0.00    4.20
   40.96    4.18    0.00    4.18
   43.82    4.24    0.00    4.24
   46.67    4.30    0.00    4.30
   49.53    4.36    0.00    4.36
   52.39    4.42    0.00    4.42
   55.25    4.47    0.00    4.47
   58.10    4.53    0.00    4.53
   60.96    4.58    0.00    4.58
   63.82    4.62    0.00    4.62
   66.67    4.67    0.00    4.67
   71.44    4.73    0.00    4.73
   76.20    4.77    0.00    4.77
   80.96    4.79    0.00    4.79
   85.72    4.80    0.00    4.80
   90.48    4.80    0.00    4.80
   95.25    4.78    0.00    4.78
  100.01    4.76    0.00    4.76
  104.77    4.71    0.00    4.71
  109.53    4.66    0.00    4.66
  114.29    4.60    0.00    4.60
  119.05    4.55    0.00    4.55
   31.20    4.11    0.00    4.11
   33.35    4.14    0.00    4.14
   35.26    4.18    0.00    4.18
   38.11    4.19    0.00    4.19
   40.97    4.18    0.00    4.18
   43.83    4.24    0.00    4.24
   46.68    4.30    0.00    4.30
   49.54    4.36    0.00    4.36
   52.40    4.42    0.00    4.42
   55.25    4.47    0.00    4.47
   58.11    4.53    0.00    4.53
   60.97    4.58    0.00    4.58
   63.83    4.62    0.00    4.62
   66.68    4.67    0.00    4.67
   71.44    4.72    0.00    4.72
   76.21    4.76    0.00    4.76
   80.97    4.79    0.00    4.79
   85.73    4.80    0.00    4.80
   90.49    4.80    0.00    4.80
   95.25    4.78    0.00    4.78
  100.01    4.76    0.00    4.76
  104.78    4.71    0.00    4.71
  109.54    4.66    0.00    4.66
  114.30    4.60    0.00    4.60
  119.06    4.54    0.00    4.54
   31.18    4.11    0.00    4.11
   33.36    4.14    0.00    4.14
   35.27    4.17    0.00    4.17
   38.12    4.19    0.00    4.19
   40.98    4.18    0.00    4.18
   43.84    4.23    0.00    4.23
   46.70    4.30    0.00    4.30
   49.55    4.35    0.00    4.35
   52.41    4.42    0.00    4.42
   55.27    4.47    0.00    4.47
   58.12    4.52    0.00    4.52
   60.98    4.58    0.00    4.58
   63.84    4.62    0.00    4.62
   66.69    4.67    0.00    4.67
   71.45    4.72    0.00    4.72
   76.22    4.76    0.00    4.76
   80.98    4.79    0.00    4.79
   85.74    4.80    0.00    4.80
   90.50    4.80    0.00    4.80
   95.26    4.78    0.00    4.78
  100.02    4.76    0.00    4.76
  104.79    4.71    0.00    4.71
  109.55    4.66    0.00    4.66
  114.31    4.60    0.00    4.60
  119.07    4.54    0.00    4.54
   31.17    4.11    0.00    4.11
   33.37    4.14    0.00    4.14
   35.28    4.17    0.00    4.17
   38.13    4.19    0.00    4.19
   40.99    4.17    0.00    4.17
   43.85    4.23    0.00    4.23
   46.70    4.29    0.00    4.29
   49.56    4.35    0.00    4.35
   52.42    4.41    0.00    4.41
   55.27    4.47    0.00    4.47
   58.13    4.52    0.00    4.52
   60.99    4.57    0.00    4.57
   63.84    4.62    0.00    4.62
   66.70    4.67    0.00    4.67
   71.46    4.72    0.00    4.72
   76.22    4.76    0.00    4.76
   80.99    4.79    0.00    4.79
   85.75    4.80    0.00    4.80
   90.51    4.80    0.00    4.80
   95.27    4.79    0.00    4.79
  100.03    4.76    0.00    4.76
  104.79    4.71    0.00    4.71
  109.55    4.66    0.00    4.66
  114.32    4.60    0.00    4.60
  119.08    4.54    0.00    4.54
   31.15    4.11    0.00    4.11
   33.38    4.14    0.00    4.14
   35.29    4.17    0.00    4.17
   38.14    4.18    0.00    4.18
   41.00    4.17    0.00    4.17
   43.86    4.23    0.00    4.23
   46.71    4.29    0.00    4.29
   49.57    4.35    0.00    4.35
   52.43    4.41    0.00    4.41
   55.28    4.46    0.00    4.46
   58.14    4.52    0.00    4.52
   61.00    4.57    0.00    4.57
   63.85    4.62    0.00    4.62
   66.71    4.67    0.00    4.67
   71.47    4.72    0.00    4.72
   76.23    4.76    0.00    4.76
   81.00    4.79    0.00    4.79
   85.76    4.80    0.00    4.80
   90.52    4.80    0.00    4.80
